,Description,Label
1098,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.,neg
1099,Source file issue. Job completed after receiving the file.,pos
1100,The batch completed successfully on re-run,pos
1101,The job abended as the stream instance was still active. We have updated the process state of all the job manually and reran the job to close the stream it got completed.,pos
1102,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.,neg
1103,Job re-run once the file is available.,pos
1104,"Source file unavailable , job completed successfully after receiving the updated file.",pos
1105,The job abended due to Database Login Time out issue as there was load in the TD box. We have reexecuted the job after the load was reduced and the job got completed successfully.,pos
1106,The job abended due to Database Login Time out issue as there was load in the TD box. We have reexecuted the job after the load was reduced and the job got completed successfully. ,pos
1107,Job was marked as completed.,pos
1108,The job abended due to Database Login Time out issue as there was load in the TD box. We have reexecuted the job after the load was reduced and the job got completed successfully. ,pos
1109,JOb got failed due to tdata Outage. Then JOb was re started once the outage was over.,neg
1110,The job ran successfully on re-run,pos
1111,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,neg
1112,schedule triggered wrongly. so the job are killed manually. ,neg
1113,The job abended due to duplicate data issue. The issue was fixed and the job was restarted.,pos
1114,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.,neg
1115,re-run successfulyy,pos
1116,completed successfully on re-running,pos
1117,Job got failed due to login time out. Then job was re-started.,neg
1118,Source file not available. Job re-run once the file is available.,pos
1119,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.,neg
1120,Job got failed due to file unavailability. Then job has been re started once the file have been placed in the path.,neg
1121,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully.",pos
1122,Batch Issues. Jobs were re-run successfully.,pos
1123,Source file not available.,pos
1124,Source file not available. Job re-run once the file is available.,pos
1125,"failed due to Dupliacates. deleted the dupliactes and completed on re-run
",neg
1126,duplicate issue.deleted the duplicates and completed on re-run,pos
1127,no spool space in db. completed on re-run,neg
1128,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.,pos
1129,JOb got failed due to RFC connectivitity exception. Then JOb was cancelled for the day.,neg
1130,Source file issue. completed on re-run,pos
1131,no source file,neg
1132,There is already a schedule in place for the same.,pos
1133,Job got failed due to file unavailability. Then job was re started once the file was placed in the path.,neg
1134,The batch completed successfully on re-run,pos
1135,"
The job failed due to log in time out error.We have re-executed the job and completed successfully.",neg
1136,this has been re-ran and completed successfully.,pos
1137,The job failed due to duplicate .We have re-executed the job after deleteing the invalid records and the job completed successfully.,neg
1138,The job failed due to log in time out error.We have re-executed the job and completed successfully.,neg
1139,failed due to duplicates. deleted the duplicates and completed on re-run,neg
1140,Time-out error. On re-run job completed successfully.,pos
1141,"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully",pos
1142,The job failed due to log in time out error.We have re-executed the job and completed successfully.,neg
1143,Job completed successfully on re-run.,pos
1144,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",pos
1145,The job abended due to duplicate data issue. the issue was fixed and the job was restarted and completed successfully.,pos
